dataset,forget_class,seed,method,dr_acc,yu_acc,lpr_acc,lpr_auroc,cka_original,cka_retrain,separability
BrainTumor,0,42,Target,33.5,0.0,80.13888888888889,0.908425925925926,0.8290443827045961,0.8261742695353957,0.3452379007294224
BrainTumor,0,123,Retrain,99.16666666666669,0.0,80.41666666666667,0.9064583333333334,0.9800158815883449,0.9999999967035312,0.1769449701886038
BrainTumor,0,123,FT,98.16666666666669,76.25,90.41666666666669,0.9721064814814816,0.986624308593058,0.9821917045049344,0.5404305210673156
BrainTumor,0,123,BU,79.16666666666667,0.0,88.75,0.946273148148148,0.920776331993193,0.9055332050136335,0.2596698407135001
BrainTumor,0,123,Target,33.333333333333336,0.0,82.08333333333333,0.8972222222222223,0.8757450989389267,0.8566572349265428,0.4067718750457104
BrainTumor,0,456,Retrain,99.25,0.0,80.27777777777779,0.90125,0.9766672955438968,0.9999999852139408,0.1908485232237239
BrainTumor,0,456,FT,98.33333333333331,76.5,90.9722222222222,0.9745833333333334,0.9867715893042436,0.9850832381842236,0.4830237792750593
BrainTumor,0,456,BU,74.75,0.0,86.66666666666667,0.953912037037037,0.9358700740616958,0.9156727217185304,0.1589405574355175
BrainTumor,0,456,Target,33.333333333333336,0.0,82.63888888888889,0.9131944444444444,0.8440498036504094,0.8563049355601177,0.0965599266444399
BrainTumor,1,42,Retrain,93.5,0.0,75.13888888888889,0.8561111111111112,0.9645360133005012,0.9999999730448575,0.0688688703797785
BrainTumor,1,42,FT,92.25,97.5,95.9722222222222,0.9947222222222224,0.9906401061020964,0.9493265734046148,0.6747729944467513
BrainTumor,1,42,BU,83.58333333333333,0.0,95.41666666666666,0.9884722222222222,0.913253991716267,0.9083154076111142,0.1843226007735771
BrainTumor,1,42,Target,34.416666666666664,0.0,84.58333333333333,0.9431944444444446,0.7266086995419773,0.7320099396960053,0.008825926582425
BrainTumor,1,123,Retrain,93.66666666666669,0.0,76.52777777777777,0.8891898148148147,0.9639971057614686,1.0000001413166997,0.061705794713985
BrainTumor,1,123,FT,92.0,96.25,94.7222222222222,0.9912731481481484,0.9915209394031792,0.9494526723586596,0.6085155342253764
BrainTumor,1,123,BU,85.16666666666667,0.0,96.5277777777778,0.9905324074074074,0.934196561742139,0.9255064993911934,0.1534143201761555
BrainTumor,1,123,Target,33.333333333333336,0.0,77.08333333333333,0.8932175925925927,0.8106778082571932,0.7859918656208936,0.0347714800238677
BrainTumor,1,456,Retrain,93.75,0.0,78.19444444444444,0.8858796296296296,0.9670119345298244,0.9999999759887904,0.0689250617468492
BrainTumor,1,456,FT,92.16666666666669,96.5,95.69444444444444,0.9916435185185184,0.9887782193866276,0.9516995539397272,0.6089068512975573
BrainTumor,1,456,BU,81.41666666666667,0.0,92.5,0.9852777777777778,0.9192174361167934,0.9117577149768205,0.1758187411420879
BrainTumor,1,456,Target,33.333333333333336,0.0,75.13888888888889,0.8963194444444444,0.7289546238567121,0.7199575254484665,0.0144410111052143
BrainTumor,2,42,Retrain,91.66666666666669,0.0,95.13888888888889,0.9822685185185186,0.9393227656686544,0.9999999764746664,0.4951080905388416
BrainTumor,2,42,FT,91.08333333333331,100.0,99.30555555555556,0.9986805555555556,0.9856417938466522,0.958482489053352,1.4269820651137055
BrainTumor,2,42,BU,73.91666666666667,0.0,99.0277777777778,0.9987268518518518,0.9109212910101128,0.8348411137054417,0.5258144551670281
BrainTumor,2,42,Target,48.0,0.0,93.05555555555556,0.9770833333333332,0.7783570190028021,0.8005595419343743,0.437094379218218
BrainTumor,2,123,Retrain,91.75,0.0,94.7222222222222,0.9716666666666668,0.9404598868592092,1.00000001231111,0.498389601496244
BrainTumor,2,123,FT,90.91666666666669,100.0,98.88888888888889,0.999537037037037,0.986828367717932,0.9620721079826094,1.353388547710321
BrainTumor,2,123,BU,61.16666666666666,0.0,99.16666666666669,0.997361111111111,0.881079413458173,0.7909611252726534,0.8378348248299112
BrainTumor,2,123,Target,33.333333333333336,0.0,92.7777777777778,0.96375,0.9142505026856514,0.9527962687745984,1.1680172700716778
BrainTumor,2,456,Retrain,91.33333333333331,0.0,94.7222222222222,0.9815046296296296,0.95138149733607,0.9999999842417432,0.5065033386885052
BrainTumor,2,456,FT,90.41666666666669,99.5,98.88888888888889,0.998287037037037,0.9847263459657024,0.9712058080977856,1.4138307728932349
BrainTumor,2,456,BU,60.41666666666666,0.0,98.33333333333331,0.998425925925926,0.8670386999213768,0.7894530072858792,0.8482654555678283
BrainTumor,2,456,Target,33.333333333333336,0.0,92.63888888888889,0.9645833333333332,0.9254369581541272,0.9470177207021102,1.2992431234087134
BrainTumor,3,42,Retrain,92.16666666666669,0.0,93.88888888888889,0.9841203703703704,0.9741814441065832,1.0000000131923532,0.1623575084611282
BrainTumor,3,42,FT,91.58333333333331,99.5,99.58333333333331,0.9998611111111112,0.9864810300615756,0.965359266901429,1.0800361766610167
BrainTumor,3,42,BU,78.41666666666667,0.0,98.88888888888889,0.9997685185185186,0.8412924576627543,0.8310405426148794,0.2978026258418774
BrainTumor,3,42,Target,33.416666666666664,0.0,96.25,0.9794907407407408,0.79450898880379,0.8012799763620307,0.2562745665981467
BrainTumor,3,123,Retrain,91.66666666666669,0.0,93.33333333333331,0.985162037037037,0.9721519200295332,0.999999969722434,0.1748020973025467
BrainTumor,3,123,FT,91.08333333333331,99.5,99.58333333333331,0.9998611111111112,0.98612006406618,0.9629630509640268,1.1826621511610318
BrainTumor,3,123,BU,85.08333333333333,0.0,99.0277777777778,0.9998611111111112,0.9384560858380404,0.9331358526797446,0.2816620012156191
BrainTumor,3,123,Target,47.16666666666666,0.0,96.38888888888889,0.9945833333333334,0.8100803171578933,0.8558834187183397,0.2307123999407321
BrainTumor,3,456,Retrain,91.91666666666669,0.0,92.63888888888889,0.9875925925925926,0.969656473147417,0.9999999976487572,0.1670915241475709
BrainTumor,3,456,FT,91.0,99.25,99.58333333333331,0.9998148148148148,0.9817376625926204,0.9560229228081264,1.1419510645869595
BrainTumor,3,456,BU,82.83333333333333,0.0,99.44444444444444,0.9999074074074076,0.9446897437253288,0.9565328555288288,0.3696632510816894
BrainTumor,3,456,Target,33.333333333333336,0.0,92.7777777777778,0.9680092592592592,0.8262655610048535,0.8436518287519257,0.2645679438337497
COVID19,0,42,Retrain,92.90800341782968,0.0,80.8959067497967,0.9234253534920732,0.982178373918883,0.9999999834391268,0.0342738742046702
COVID19,0,42,FT,91.31301623469098,92.81767955801104,96.4760097587422,0.9927596428790038,0.9979724214776876,0.9837575997780658,0.3052699043087321
COVID19,0,42,BU,85.81600683565935,0.0,94.5852534562212,0.9900707421366048,0.9474743335898622,0.9312000168554444,0.1091868593209116
COVID19,0,42,Target,58.0746226146397,0.0,71.68609379235565,0.8649472275903078,0.6544190750305771,0.6455665469759131,0.0635476454410942
COVID19,0,123,Retrain,92.509256622045,0.0,79.17457305502846,0.8984207626859277,0.981564927328218,0.9999999463821324,0.0306667588933717
COVID19,0,123,FT,92.16747365422955,91.85082872928176,96.80130116562754,0.9970006733182346,0.997429386572881,0.9861135493974184,0.2674573318037321
COVID19,0,123,BU,75.98974651096553,0.1381215469613259,95.3713743561941,0.9940494407960896,0.9450982339555808,0.9158764696092742,0.1480891466622804
COVID19,0,123,Target,34.26374252349758,0.0,71.09650311737599,0.858944202030448,0.9241044200970234,0.9180693270979672,0.092019523590102
COVID19,0,456,Retrain,92.70863001993736,0.0,78.43589048522634,0.9000341031313669,0.9769290422198318,0.999999998110518,0.0319499326798068
COVID19,0,456,FT,92.3668470521219,92.81767955801104,96.52344808891296,0.9945085214106454,0.9974110355324975,0.9820576376273524,0.2723093518377876
COVID19,0,456,BU,84.47735687838222,0.0,94.63269178639196,0.989699105448631,0.9752948121419563,0.9494997988335322,0.0999140564094037
COVID19,0,456,Target,34.26374252349758,0.0,63.86554621848739,0.8308178630453222,0.891639618244622,0.8955890788876876,0.0492163851430079
COVID19,1,42,Retrain,97.85620052770447,0.0,82.75212322303736,0.9194971233752398,0.965403042412054,0.9999998964478116,0.1065712649260467
COVID19,1,42,FT,96.33905013192611,78.80299251870325,88.49837143465953,0.9563392286383976,0.9891391829597874,0.9395667291950702,0.3492166138885491
COVID19,1,42,BU,78.23218997361478,0.0,87.00115673799884,0.9419835012632796,0.9365826712857231,0.9480693561763832,0.1489249030696468
COVID19,1,42,Target,67.24934036939314,0.0,81.87878603391069,0.9149919332744818,0.882473747778976,0.9261106400399096,0.2725756055274161
COVID19,1,123,Retrain,97.75725593667546,0.0,83.74798331862043,0.921685793430946,0.972643937451475,0.9999999845332368,0.0932311719951676
COVID19,1,123,FT,96.50395778364116,77.80548628428927,89.5010806368147,0.9528233539313872,0.9880360373232582,0.9466177859128244,0.3361625970394848
COVID19,1,123,BU,77.44063324538259,0.0,87.72685762990471,0.944415695108216,0.9217027092576372,0.9434881664718252,0.2343477732894484
COVID19,1,123,Target,67.24934036939314,0.0,84.78965632705244,0.9387294146296916,0.8507190815801355,0.8974951259769696,0.0494981513811204
COVID19,1,456,Retrain,97.4604221635884,0.0,85.2623968828955,0.928066116708776,0.9791616538123856,1.0000000234729514,0.0959725802202459
COVID19,1,456,FT,96.43799472295514,79.05236907730674,89.43700343977352,0.9586131320203342,0.9865682096738506,0.9586393946835292,0.3355482095246502
COVID19,1,456,BU,68.17282321899737,0.0,87.31134516453076,0.9495631792030684,0.8964383706472457,0.9087133237418829,0.3070561195760975
COVID19,1,456,Target,67.24934036939314,0.0,82.57587288058203,0.9188091686706644,0.8689669980798808,0.8807338062869099,0.0099481565350558
COVID19,2,42,Retrain,97.7231329690346,0.0,84.72147837384827,0.9235348666527816,0.9694794978553724,1.0000000229341155,0.0915302954977326
COVID19,2,42,FT,96.5846994535519,32.27072094163806,90.88996498953654,0.9627604709056105,0.9789617342061504,0.9804115658516532,0.2190567141048771
COVID19,2,42,BU,71.5391621129326,0.0,90.46981463298522,0.9633902625288862,0.9117314243212872,0.8863169934556614,0.1625459217511465
COVID19,2,42,Target,62.61384335154827,0.0,85.67843930693168,0.9334305295208624,0.7101992424464992,0.74373753543521,0.007996824651206
COVID19,2,123,Retrain,97.90528233151184,0.0,84.20190028464599,0.9208222995824532,0.9742297354933808,0.9999999921974512,0.0899133593671799
COVID19,2,123,FT,96.94899817850636,34.87003433055419,89.9970989913416,0.9620215815208228,0.9867646139134753,0.9817803719092514,0.2477115017394515
COVID19,2,123,BU,82.78688524590164,0.0,89.524383349698,0.9611215249883464,0.9421971612768844,0.9448159849253124,0.0886489040275003
COVID19,2,123,Target,66.8488160291439,0.0,86.99157963640691,0.942793101054281,0.8718860929259804,0.8864375569096401,0.0461254651775086
COVID19,2,456,Retrain,97.85974499089254,0.0,85.02484453568985,0.912880478443274,0.9750701262890112,1.0000000290507225,0.0940086945156789
COVID19,2,456,FT,97.1311475409836,41.392839627268266,92.34902357503448,0.9686815039622322,0.9815529660124797,0.9702348457954524,0.2556614630025555
COVID19,2,456,BU,76.68488160291439,0.0,89.6703016057207,0.9606405030398604,0.9394564017111628,0.9360354626617184,0.1518801212693329
COVID19,2,456,Target,41.75774134790528,0.0,86.06945560217005,0.9346653178216152,0.8606633931215834,0.8585943828800326,0.3154321569077007
COVID19,3,42,Retrain,92.1583459404942,0.0,97.23674655047203,0.9972611266728916,0.9839763343388692,1.0000000135778602,0.2751673671368094
COVID19,3,42,FT,91.30105900151284,95.91078066914498,96.21226268285092,0.9992634090673306,0.9986901574723662,0.981606306886113,2.065189584181696
COVID19,3,42,BU,80.20675743822491,0.0,96.08621226268286,0.9987861811391224,0.933761501898015,0.9548584732844866,0.4506062941164411
COVID19,3,42,Target,30.33282904689864,0.0,88.98900300861085,0.9836393816785972,0.8845834424815195,0.8998724288052131,0.1234238286954621
COVID19,3,123,Retrain,92.28441754916793,0.0,95.3848946986202,0.997696856520386,0.9869521090846806,0.9999999672657228,0.2824031195791845
COVID19,3,123,FT,92.18356026222897,94.05204460966544,97.44683058408548,0.9990870422242972,0.9988210514204908,0.9864043081737656,2.035372964714224
COVID19,3,123,BU,79.50075642965204,0.0,94.8096275547256,0.9989936715426913,0.9658822296300056,0.9697146704841704,0.5123421337122275
COVID19,3,123,Target,30.33282904689864,0.0,89.61925510945119,0.9869281045751634,0.9391206184098876,0.9450226009797202,0.0537683206635571
COVID19,3,456,Retrain,91.80534543620776,0.0,93.49102604004564,0.9971677559912854,0.9870828880914954,0.9999999772291308,0.2653782259284806
COVID19,3,456,FT,92.61220373171962,94.42379182156134,97.3627969706401,0.999387903309472,0.9987605669770864,0.9880967292148884,2.032620584907262
COVID19,3,456,BU,78.56782652546646,0.0,97.27876335719472,0.9988691773005498,0.9603203204764542,0.9539588812794884,0.5716908736293389
COVID19,3,456,Target,51.41200201714574,0.0,88.74987031849777,0.990932669364042,0.9088087932955966,0.9097668413571356,0.299069025865915
YahooAnswers,0,123,Retrain,56.83888888888889,0.0,53.56481481481481,0.7200263888888889,0.9265870351715286,0.9999998441783328,0.0077088692165094
YahooAnswers,0,123,FT,56.394444444444446,5.65,61.05555555555555,0.7737804012345679,0.9927234549710016,0.9311723588916933,0.0204594950424127
YahooAnswers,0,123,BU,53.016666666666666,0.05,61.28703703703704,0.7705621913580247,0.93688099656711,0.9022692549261186,0.0181172710640373
YahooAnswers,0,123,Target,51.766666666666666,0.0,61.30555555555556,0.7738813271604938,0.9547928156883994,0.90607000822547,0.0179787767726933
YahooAnswers,0,456,Retrain,56.96666666666667,0.0,53.82407407407408,0.7233893518518518,0.9203556715878124,1.000000014842971,0.0080690997011592
YahooAnswers,0,456,FT,55.95,4.9,60.57407407407407,0.7775341049382717,0.9906284412711486,0.9209456101986396,0.0198502900580456
YahooAnswers,0,456,BU,53.12222222222222,0.1,62.11111111111111,0.7772566358024692,0.9369812959196524,0.9075958964036912,0.0180866113639821
YahooAnswers,0,456,Target,48.71111111111111,0.0,61.39814814814815,0.7783794753086419,0.9530372189075534,0.9022150724884396,0.0195731161638508
YahooAnswers,3,42,Retrain,57.55555555555556,0.0,51.52777777777777,0.7151194444444444,0.9311918276788402,1.0000000230760968,0.00891567043245
YahooAnswers,3,42,FT,56.80555555555556,6.05,56.25925925925927,0.7620800925925926,0.992381390711623,0.9276938995878766,0.0148788159769296
YahooAnswers,3,42,BU,46.66111111111111,0.1,57.44444444444444,0.7592841049382716,0.95106005862111,0.9034929907058118,0.0147812756661529
YahooAnswers,3,42,Target,54.63333333333333,0.1,58.37037037037037,0.7619924382716049,0.9581995523714482,0.8963884512821634,0.0149202859131874
YahooAnswers,3,123,Retrain,57.37222222222222,0.0,52.04629629629629,0.7000191358024691,0.9262680862327604,0.9999999799843,0.0082133345839935
YahooAnswers,3,123,FT,57.1,4.2,56.888888888888886,0.7635939814814814,0.991236904254028,0.9273074513142398,0.0153280537630086
YahooAnswers,3,123,BU,51.82222222222222,0.15,57.48148148148148,0.7655875,0.9420880172514352,0.8982645465658231,0.0148905155318438
YahooAnswers,3,123,Target,54.672222222222224,0.05,57.2037037037037,0.7636807098765431,0.9531431948844312,0.8907087367597596,0.0156620065969589
YahooAnswers,3,456,Retrain,57.55555555555556,0.0,53.16666666666666,0.7205827160493827,0.927168754975616,0.9999999862313802,0.0083456823179467
YahooAnswers,3,456,FT,57.3,5.5,57.36111111111111,0.7727668209876543,0.9931902700074332,0.92635664493347,0.0142130891504716
YahooAnswers,3,456,BU,51.516666666666666,0.05,57.32407407407407,0.7652535493827161,0.9438156057612012,0.9026337285945532,0.0149127702405364
YahooAnswers,3,456,Target,52.03333333333333,0.0,56.907407407407405,0.7717692901234567,0.957205037093966,0.9023863017969592,0.0146287360979681
YahooAnswers,6,42,Retrain,57.65,0.0,52.2962962962963,0.6781483024691358,0.9353192298188622,1.0000000328059766,0.0051166704674086
YahooAnswers,6,42,FT,57.20555555555556,5.55,57.50925925925926,0.7309816358024691,0.9928505540947626,0.931572598570932,0.0111004424351235
YahooAnswers,6,42,BU,54.08888888888889,0.05,57.47222222222222,0.7215174382716049,0.9536091920390016,0.9078727875475536,0.0092972348795361
YahooAnswers,6,42,Target,54.07222222222222,0.0,58.41666666666666,0.7176202160493828,0.9584451882127644,0.908305144927982,0.0096322862836609
YahooAnswers,6,123,Retrain,57.69444444444444,0.0,52.68518518518519,0.6826945987654321,0.9332621099372576,1.0000000283615,0.0053542917631647
YahooAnswers,6,123,FT,56.95,5.75,58.64814814814815,0.727374537037037,0.9930648906140987,0.9324328128247252,0.0110749621743715
YahooAnswers,6,123,BU,54.07222222222222,0.15,57.92592592592592,0.7164695987654321,0.9521821695935008,0.9085957818785824,0.008889279953913
YahooAnswers,6,123,Target,51.91111111111111,0.0,58.657407407407405,0.7256760802469135,0.95745957633156,0.9057496623003328,0.0094877558357274
YahooAnswers,6,456,Retrain,57.51111111111111,0.0,53.287037037037045,0.7009606481481481,0.9306619594602776,1.00000002711572,0.0050092478327589
YahooAnswers,6,456,FT,57.23888888888889,6.1,56.91666666666667,0.7136618827160494,0.9932778205091052,0.9314141890868902,0.0103814698325239
YahooAnswers,6,456,BU,53.077777777777776,0.1,57.89814814814815,0.7032591049382715,0.9495930724558224,0.9084096036265116,0.0094463810249833
YahooAnswers,6,456,Target,54.12777777777778,0.0,57.99074074074074,0.7066050925925926,0.9604639302877886,0.908932763616437,0.0098310216734772
YahooAnswers,9,42,Retrain,54.46666666666667,0.0,55.18518518518518,0.7700180555555556,0.9267479098476882,1.0000000133820557,0.0122572975694893
YahooAnswers,9,42,FT,54.01111111111111,11.15,66.96296296296296,0.8446612654320986,0.9914902601418364,0.9294614899920238,0.0337738832186392
YahooAnswers,9,42,BU,50.97222222222222,0.15,67.99074074074073,0.8554702160493828,0.93978954963564,0.903778571513509,0.0271307862620682
YahooAnswers,9,42,Target,51.68333333333333,0.05,68.57407407407408,0.8543628086419753,0.960003437295252,0.9035939932301864,0.0352098333928764
YahooAnswers,9,123,Retrain,54.16111111111111,0.0,55.53703703703704,0.7752560185185186,0.9237699230779828,0.9999999741107052,0.0117535836311519
YahooAnswers,9,123,FT,54.06111111111111,10.85,67.11111111111111,0.8494143518518518,0.99118102160611,0.9286554771791234,0.0347449583194835
YahooAnswers,9,123,BU,51.84444444444444,0.4,68.21296296296296,0.8515591049382716,0.9355927199802186,0.9026978142593496,0.026286871429707
YahooAnswers,9,123,Target,52.077777777777776,0.0,67.63888888888889,0.8525847222222223,0.9535059431578888,0.9022414556090462,0.0367407249976605
YahooAnswers,9,456,Retrain,54.30555555555556,0.0,55.44444444444445,0.767176388888889,0.917371757481768,0.999999965475396,0.0125367675289731
YahooAnswers,9,456,FT,54.07222222222222,11.8,66.24074074074073,0.8571569444444445,0.991002494936016,0.9236677190436212,0.0341235632915374
YahooAnswers,9,456,BU,50.71666666666667,0.35,66.80555555555556,0.8582115740740741,0.930510656146022,0.900992767930982,0.0260592957048651
YahooAnswers,9,456,Target,52.25,0.0,67.95370370370371,0.863749537037037,0.9530294053800532,0.9048767276939056,0.0373712450680135
